Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
lz-1250-42-nt-m,LZ 1250/42 NATURAL MURANO,Default Title,Default Title,,,,,LZ 1250/42 NT/M,,,123 William Street,,,,,,,0
lz-1250-42-nt-o,LZ 1250/42 NATURAL/OPAL HANGING LIGHT,Default Title,Default Title,,,,,LZ 1250/42 NT/O,,,123 William Street,,,,,,,0
lz-501-220-gris,LZ 501/220 MARBLE GRIS CEILING LIGHT,Default Title,Default Title,,,,,LZ 501/220 GRIS,,,123 William Street,,,,,,,0
lz-501-220-verd,LZ 501/220 MARBLE/VERDE (GREEN),Default Title,Default Title,,,,,LZ 501/220 VERD,,,123 William Street,,,,,,,0
lz-502-220-line,LZ 502/220 LINES,Default Title,Default Title,,,,,LZ 502/220 LINE,,,123 William Street,,,,,,,0
lz-502-220-raya,LZ 502/220 RAYAS (PS.ER),Default Title,Default Title,,,,,LZ 502/220 RAYA,,,123 William Street,,,,,,,0
lz-505-132,LZ 505/132 SQUARES,Default Title,Default Title,,,,,LZ 505/132,,,123 William Street,,,,,,,0
lz-505-140,LZ 505/140 SQUARES,Default Title,Default Title,,,,,LZ 505/140,,,123 William Street,,,,,,,0
lz-507-122-mu,LZ 507/122 MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 507/122 MU,,,123 William Street,,,,,,,0
lz-507-122-mu-c,LZ 507/122 MURANO COVER ONLY,Default Title,Default Title,,,,,LZ 507/122 MU/C,,,123 William Street,,,,,,,16
lz-507-122-op,LZ 507/122 OPAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 507/122 OP,,,123 William Street,,,,,,,1
lz-507-122-op-c,LZ 507/122 OPAL COVER ONLY,Default Title,Default Title,,,,,LZ 507/122 OP/C,,,123 William Street,,,,,,,26
lz-507-132-mu,LZ 507/132 MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 507/132 MU,,,123 William Street,,,,,,,0
lz-507-132-mu-c,LZ 507/132 MURANO COVER ONLY,Default Title,Default Title,,,,,LZ 507/132 MU/C,,,123 William Street,,,,,,,0
lz-507-132-op,LZ 507/132 OPAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 507/132 OP,,,123 William Street,,,,,,,11
lz-507-132-op-c,LZ 507/132 OPAL COVER ONLY CEILING LIGHT,Default Title,Default Title,,,,,LZ 507/132 OP/C,,,123 William Street,,,,,,,1
lz-507-140-mu,LZ 507/140 MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 507/140 MU,,,123 William Street,,,,,,,0
lz-507-140-mu-c,LZ 507/140 MURANO COVER ONLY,Default Title,Default Title,,,,,LZ 507/140 MU/C,,,123 William Street,,,,,,,0
lz-507-140-op,LZ 507/140 OPAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 507/140 OP,,,123 William Street,,,,,,,0
lz-507-140-op-c,LZ 507/140 OPAL COVER ONLY,Default Title,Default Title,,,,,LZ 507/140 OP/C,,,123 William Street,,,,,,,3
lz-514-132,LZ 514/132,Default Title,Default Title,,,,,LZ 514/132,,,123 William Street,,,,,,,0
lz-514-140,LZ 514/140,Default Title,Default Title,,,,,LZ 514/140,,,123 William Street,,,,,,,0
lz-514-140-cove,LZ 514/140 COVER ONLY,Default Title,Default Title,,,,,LZ 514/140 COVE,,,123 William Street,,,,,,,0
lz-517-132-mu,LZ 517/132 MURANO COVER FOR 517/132,Default Title,Default Title,,,,,LZ 517/132 MU,,,123 William Street,,,,,,,0
lz-517-132-na,LZ 517/132 NATURAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 517/132 NA,,,123 William Street,,,,,,,0
lz-517-132-opal,LZ 517/132 OPAL COVER FOR 517/132,Default Title,Default Title,,,,,LZ 517/132 OPAL,,,123 William Street,,,,,,,35
lz-517-132-wn,LZ 517/132 WALNUT,Default Title,Default Title,,,,,LZ 517/132 WN,,,123 William Street,,,,,,,0
lz-517-140-mu,LZ 517/140 MURANO COVER FOR 517/140,Default Title,Default Title,,,,,LZ 517/140 MU,,,123 William Street,,,,,,,0
lz-517-140-na,LZ 517/140 NATURAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 517/140 NA,,,123 William Street,,,,,,,0
lz-517-140-op,LZ 517/140 OPAL COVER FOR 517/140,Default Title,Default Title,,,,,LZ 517/140 OP,,,123 William Street,,,,,,,0
lz-517-140-wn,LZ 517/140 WALNUT CEILING LIGHT,Default Title,Default Title,,,,,LZ 517/140 WN,,,123 William Street,,,,,,,0
lz-520-132-mu,LZ 520/132 MURANO COVER FOR LZ 520/132,Default Title,Default Title,,,,,LZ 520/132 MU,,,123 William Street,,,,,,,0
lz-520-132-na,LZ 520/132 NATURAL CEILING BASE FOR LZ 520/132,Default Title,Default Title,,,,,LZ 520/132 NA,,,123 William Street,,,,,,,0
lz-520-132-op,LZ 520/132 OPAL COVER FOR LZ 520/132,Default Title,Default Title,,,,,LZ 520/132 OP,,,123 William Street,,,,,,,0
lz-520-132-wn,LZ 520/132 WALNUT CEILING BASE FOR LZ 520/132,Default Title,Default Title,,,,,LZ 520/132 WN,,,123 William Street,,,,,,,0
lz-520-140-mu,LZ 520/140 MURANO COVER FOR LZ 517/140,Default Title,Default Title,,,,,LZ 520/140 MU,,,123 William Street,,,,,,,0
lz-520-140-na,LZ 520/140 NATURAL BASE FOR LZ 520/140,Default Title,Default Title,,,,,LZ 520/140 NA,,,123 William Street,,,,,,,0
lz-520-140-op,LZ 520/140 OPAL COVER FOR LZ 520/140,Default Title,Default Title,,,,,LZ 520/140 OP,,,123 William Street,,,,,,,0
lz-520-140-wn,LZ 520/140 WALNUT BASE FOR LZ 520/140,Default Title,Default Title,,,,,LZ 520/140 WN,,,123 William Street,,,,,,,0
lz-520-220-mu,LZ 520/220 MURANO COVER FOR LZ 520/220,Default Title,Default Title,,,,,LZ 520/220 MU,,,123 William Street,,,,,,,0
lz-520-220-na,LZ 520/220 NATURAL CEILING BASE FOR LZ 520/220,Default Title,Default Title,,,,,LZ 520/220 NA,,,123 William Street,,,,,,,0
lz-520-220-op,LZ 520/220 OPAL COVER FOR LZ 520/220,Default Title,Default Title,,,,,LZ 520/220 OP,,,123 William Street,,,,,,,0
lz-520-220-wn,LZ 520/220 WALNUT CEILING BASE FOR LZ 520/220,Default Title,Default Title,,,,,LZ 520/220 WN,,,123 William Street,,,,,,,0
lz-520-320-mu,LZ 520/320 MURANO COVER FOR 520/320,Default Title,Default Title,,,,,LZ 520/320 MU,,,123 William Street,,,,,,,0
lz-520-320-na,LZ 520/320 NATURAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 520/320 NA,,,123 William Street,,,,,,,0
lz-520-320-op,LZ 520/320 OPAL COVER FOR 520/320,Default Title,Default Title,,,,,LZ 520/320 OP,,,123 William Street,,,,,,,0
lz-520-320-wn,LZ 520/320 WALNUT CEILING LIGHT,Default Title,Default Title,,,,,LZ 520/320 WN,,,123 William Street,,,,,,,0
lz-520-320w-m-d,LZ 520/320 WALNUT/MURANO D/L,Default Title,Default Title,,,,,LZ 520/320W/M D,,,123 William Street,,,,,,,0
lz-520-420-cl,LZ 520/420 CLEAR COVER COVER FOR 520/420,Default Title,Default Title,,,,,LZ 520/420 CL,,,123 William Street,,,,,,,0
lz-520-420-mu,LZ 520/420 MURANO COVER FOR 520/420,Default Title,Default Title,,,,,LZ 520/420 MU,,,123 William Street,,,,,,,0
lz-520-420-na,LZ 520/420 NATURAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 520/420 NA,,,123 William Street,,,,,,,0
lz-520-420-op,LZ 520/420 OPAL COVER FOR 520/420,Default Title,Default Title,,,,,LZ 520/420 OP,,,123 William Street,,,,,,,0
lz-520-420-wn,LZ 520/420 WALNUT CEILING LIGHT,Default Title,Default Title,,,,,LZ 520/420 WN,,,123 William Street,,,,,,,0
lz-521-132-mu,LZ 521/132 MURANO,Default Title,Default Title,,,,,LZ 521/132 MU,,,123 William Street,,,,,,,0
lz-521-132-na,LZ 521/132 NATURAL,Default Title,Default Title,,,,,LZ 521/132 NA,,,123 William Street,,,,,,,0
lz-521-132-op,LZ 521/132 OPAL,Default Title,Default Title,,,,,LZ 521/132 OP,,,123 William Street,,,,,,,4
lz-521-132-wn,LZ 521/132 WALNUT,Default Title,Default Title,,,,,LZ 521/132 WN,,,123 William Street,,,,,,,0
lz-521-140-mu,LZ 521/140 MURANO,Default Title,Default Title,,,,,LZ 521/140 MU,,,123 William Street,,,,,,,0
lz-521-140-na,LZ 521/140 NATURAL,Default Title,Default Title,,,,,LZ 521/140 NA,,,123 William Street,,,,,,,0
lz-521-140-op,LZ 521/140 OPAL,Default Title,Default Title,,,,,LZ 521/140 OP,,,123 William Street,,,,,,,0
lz-521-140-wn,LZ 521/140 WALNUT,Default Title,Default Title,,,,,LZ 521/140 WN,,,123 William Street,,,,,,,0
lz-550-220-w-m,LZ 550/220 WALNUT/MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 550/220 W/M,,,123 William Street,,,,,,,0
lz-555-220-w-m,LZ 555/220 WHITE/MARBLE GREY,Default Title,Default Title,,,,,LZ 555/220 W/M,,,123 William Street,,,,,,,0
lz-560-132-n-o,LZ 560/132 NATURAL OPAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 560/132 N/O,,,123 William Street,,,,,,,0
lz-560-132-ne-g,LZ 560/132 NERO/GRIS CEILING LIGHT,Default Title,Default Title,,,,,LZ 560/132 NE/G,,,123 William Street,,,,,,,0
lz-560-54-na-mu,LZ 560/54 NATURAL/MURANO,Default Title,Default Title,,,,,LZ 560/54 NA/MU,,,123 William Street,,,,,,,0
lz-560-54-wm,LZ 560/54 WALNUT/MURANO,Default Title,Default Title,,,,,LZ 560/54 WM,,,123 William Street,,,,,,,0
lz-585-132-bi-g,LZ 585/132 BIANCO/GRIS CEILING LIGHT,Default Title,Default Title,,,,,LZ 585/132 BI/G,,,123 William Street,,,,,,,0
lz-585-54-ro-mu,LZ 585/54 ROBLE/MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 585/54 RO/MU,,,123 William Street,,,,,,,0
lz-602-220-mu,LZ 602/220 MU,Default Title,Default Title,,,,,LZ 602/220 MU,,,123 William Street,,,,,,,0
lz-603-218,LZ 603/218 FLUORESCENT ESCARCHA,Default Title,Default Title,,,,,LZ 603/218,,,123 William Street,,,,,,,4
lz-603-218cover,LZ 603/218 COVER ONLY,Default Title,Default Title,,,,,LZ 603/218COVER,,,123 William Street,,,,,,,2
lz-603-220,LZ 603/220 FLUORESCENT ESCARCHA,Default Title,Default Title,,,,,LZ 603/220,,,123 William Street,,,,,,,0
lz-603-220-cove,LZ 603/220 MU COVER ONLY,Default Title,Default Title,,,,,LZ 603/220 COVE,,,123 William Street,,,,,,,0
lz-603-220-op,LZ 603/220 OPAL,Default Title,Default Title,,,,,LZ 603/220 OP,,,123 William Street,,,,,,,0
lz-605-220-bk,LZ 605/220 BK FLUORESCENT BLANCO,Default Title,Default Title,,,,,LZ 605/220 BK,,,123 William Street,,,,,,,15
lz-605-220-svs,LZ 605/220 SVS FLUORESCENT BLANCO,Default Title,Default Title,,,,,LZ 605/220 SVS,,,123 William Street,,,,,,,1
lz-605-220-w-c,LZ 605/220 WHITE/CHROME FLUORESCENT BLANCO,Default Title,Default Title,,,,,LZ 605/220 W/C,,,123 William Street,,,,,,,0
lz-605-240-w-c,LZ 605/240 WHITE/CHROME FLUORESCENT BLANCO,Default Title,Default Title,,,,,LZ 605/240 W/C,,,123 William Street,,,,,,,0
lz-607-220,LZ 607/220 ACRYLIC CEILING LIGHT,Default Title,Default Title,,,,,LZ 607/220,,,123 William Street,,,,,,,0
lz-610-132-cove,LZ 610/132 COVER ONLY,Default Title,Default Title,,,,,LZ 610/132 COVE,,,123 William Street,,,,,,,3
lz-610-132-wh,LZ 610/132 WHITE,Default Title,Default Title,,,,,LZ 610/132 WH,,,123 William Street,,,,,,,1
lz-614-132-hon,LZ 614/132 HONEY,Default Title,Default Title,,,,,LZ 614/132 HON,,,123 William Street,,,,,,,0
lz-614-132-nat,LZ 614/132 NATURAL,Default Title,Default Title,,,,,LZ 614/132 NAT,,,123 William Street,,,,,,,0
lz-614-132-oak,LZ 614/132 OAK,Default Title,Default Title,,,,,LZ 614/132 OAK,,,123 William Street,,,,,,,1
lz-6250-40-na,LZ 6250/40 NATURAL UP & DOWN NATURAL,Default Title,Default Title,,,,,LZ 6250/40 NA,,,123 William Street,,,,,,,0
lz-6250-40-oak,LZ 6250/40 OAK,Default Title,Default Title,,,,,LZ 6250/40 OAK,,,123 William Street,,,,,,,0
lz-6250-40-ro,LZ 6250/40 ROBLE UP & DOWN ROBLE,Default Title,Default Title,,,,,LZ 6250/40 RO,,,123 William Street,,,,,,,0
lz-6250-40-wn,LZ 6250/40 WALNUT UP & DOWN WALNUT,Default Title,Default Title,,,,,LZ 6250/40 WN,,,123 William Street,,,,,,,0
lz-700-220-bk,LZ 700/220 BLACK CEILING LIGHT,Default Title,Default Title,,,,,LZ 700/220 BK,,,123 William Street,,,,,,,0
lz-700-220-mar,LZ 700/220 MARMOL CEILING LIGHT,Default Title,Default Title,,,,,LZ 700/220 MAR,,,123 William Street,,,,,,,0
lz-700-220-wh,LZ 700/220 WHITE CEILING LIGHT,Default Title,Default Title,,,,,LZ 700/220 WH,,,123 William Street,,,,,,,0
lz-700-220-wn,LZ 700/220 WALNUT,Default Title,Default Title,,,,,LZ 700/220 WN,,,123 William Street,,,,,,,0
lz-700-240-bk,LZ 700/240 BLACK CEILING LIGHT,Default Title,Default Title,,,,,LZ 700/240 BK,,,123 William Street,,,,,,,0
lz-700-240-r-br,LZ 700/240 RAIZ NOGAL CEILING LIGHT,Default Title,Default Title,,,,,LZ 700/240 R/BR,,,123 William Street,,,,,,,0
lz-700-240-wh,LZ 700/240 WHITE CEILING LIGHT,Default Title,Default Title,,,,,LZ 700/240 WH,,,123 William Street,,,,,,,0
lz-700-240-wn,LZ 700/240 WALNUT CEILING LIGHT,Default Title,Default Title,,,,,LZ 700/240 WN,,,123 William Street,,,,,,,0
lz-701-220-bk,LZ 701/220 BLACK CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/220 BK,,,123 William Street,,,,,,,0
lz-701-220-ch,LZ 701/220 CHROME CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/220 CH,,,123 William Street,,,,,,,0
lz-701-220-gr,LZ 701/220 GREEN CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/220 GR,,,123 William Street,,,,,,,0
lz-701-220-wh,LZ 701/220 WHITE CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/220 WH,,,123 William Street,,,,,,,0
lz-701-220-wn,LZ 701/220 WALNUT CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/220 WN,,,123 William Street,,,,,,,0
lz-701-240-bk,LZ 701/240 BLACK CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/240 BK,,,123 William Street,,,,,,,0
lz-701-240-gr,LZ 701/240 GREEN CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/240 GR,,,123 William Street,,,,,,,0
lz-701-240-wn,LZ 701/240 WALNUT CEILING LIGHT,Default Title,Default Title,,,,,LZ 701/240 WN,,,123 William Street,,,,,,,0
lz-709-132-wh,LZ 709/132 WHITE CEILING LIGHT,Default Title,Default Title,,,,,LZ 709/132 WH,,,123 William Street,,,,,,,0
lz-709-140-wh,LZ 709/140 WHITE CEILING LIGHT,Default Title,Default Title,,,,,LZ 709/140 WH,,,123 William Street,,,,,,,0
lz-710-132-m-oa,LZ 710/132 MARBLE OAK CEILING LIGHT,Default Title,Default Title,,,,,LZ 710/132 M/OA,,,123 William Street,,,,,,,0
lz-710-132-w-oa,LZ 710/132 WHITE OAK CEILING LIGHT,Default Title,Default Title,,,,,LZ 710/132 W/OA,,,123 William Street,,,,,,,0
lz-710-140-m-oa,LZ 710/140 MARBLE OAK CEILING LIGHT,Default Title,Default Title,,,,,LZ 710/140 M/OA,,,123 William Street,,,,,,,0
lz-710-140-w-oa,LZ 710/140 WHITE OAK CEILING LIGHT,Default Title,Default Title,,,,,LZ 710/140 W/OA,,,123 William Street,,,,,,,0
lz-711-54-bk-mu,LZ 711/54 BLACK MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 711/54 BK/MU,,,123 William Street,,,,,,,0
lz-711-54-gr-mu,LZ 711/54 R.GREEN MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 711/54 GR/MU,,,123 William Street,,,,,,,0
lz-711-54-mb-mu,LZ 711/54 MARBLE MURANO CEILING,Default Title,Default Title,,,,,LZ 711/54 MB/MU,,,123 William Street,,,,,,,0
lz-711-54-no-mu,LZ 711/54 NOGAL/MURANO,Default Title,Default Title,,,,,LZ 711/54 NO/MU,,,123 William Street,,,,,,,0
lz-711-54-wh-m,LZ 711/54 WHITE MURANO,Default Title,Default Title,,,,,LZ 711/54 WH/M,,,123 William Street,,,,,,,0
lz-711-72-bk-mu,LZ 711/72 BLACK MURANO CEILING LIGHT,Default Title,Default Title,,,,,LZ 711/72 BK/MU,,,123 William Street,,,,,,,0
lz-711-72-cover,LZ 711/72 MURANO COVER ONLY,Default Title,Default Title,,,,,LZ 711/72 COVER,,,123 William Street,,,,,,,0
lz-711-72-gr-mu,LZ 711/72 R.GREEN MURANO CEILING,Default Title,Default Title,,,,,LZ 711/72 GR/MU,,,123 William Street,,,,,,,0
lz-711-72-mb-mu,LZ 711/72 MARBLE MURANO CEILING,Default Title,Default Title,,,,,LZ 711/72 MB/MU,,,123 William Street,,,,,,,0
lz-711-72-nm,LZ 711/72 NOGAL/MURANO,Default Title,Default Title,,,,,LZ 711/72 NM,,,123 William Street,,,,,,,0
lz-711-72-wh-mu,LZ 711/72 WHITE MURANO CEILING,Default Title,Default Title,,,,,LZ 711/72 WH/MU,,,123 William Street,,,,,,,0
lz-713-54-mb,LZ 713/54 MARBLE CEILING LIGHT,Default Title,Default Title,,,,,LZ 713/54 MB,,,123 William Street,,,,,,,0
lz-713-54-white,LZ 713/54 WHITE CEILING LIGHT,Default Title,Default Title,,,,,LZ 713/54 WHITE,,,123 William Street,,,,,,,0
lz-713-72-mb,LZ 713/72 MARBLE CEILING LIGHT,Default Title,Default Title,,,,,LZ 713/72 MB,,,123 William Street,,,,,,,0
lz-713-72-white,LZ 713/72 WHITE CEILING LIGHT,Default Title,Default Title,,,,,LZ 713/72 WHITE,,,123 William Street,,,,,,,0
lz-714-54-na,LZ 714/54 NOGAL/AMBLE,Default Title,Default Title,,,,,LZ 714/54 NA,,,123 William Street,,,,,,,0
lz-714-54-nma,LZ 714/54 NOGAL MARBLE AMBER,Default Title,Default Title,,,,,LZ 714/54 NMA,,,123 William Street,,,,,,,0
lz-714-72-nma,LZ 714/72 NOGAL MARBLE AMBER,Default Title,Default Title,,,,,LZ 714/72 NMA,,,123 William Street,,,,,,,0
lz-715-54-bmg,LZ 715/54 BLACK MARBLE GRIS CEILING LIGHT,Default Title,Default Title,,,,,LZ 715/54 BMG,,,123 William Street,,,,,,,0
lz-715-54-gmg,LZ 715/54 GREEN MARBLE GREEN,Default Title,Default Title,,,,,LZ 715/54 GMG,,,123 William Street,,,,,,,0
lz-715-72-bmg,LZ 715/72 BLACK MARBLE GRIS CEILING LIGHT,Default Title,Default Title,,,,,LZ 715/72 BMG,,,123 William Street,,,,,,,0
lz-715-72-gmg,LZ 715/72 GREEN MARBLE GREEN,Default Title,Default Title,,,,,LZ 715/72 GMG,,,123 William Street,,,,,,,0
lz-716-232-mg,LZ 716/232 MARBLE/GRIS CEILING LIGHT,Default Title,Default Title,,,,,LZ 716/232 MG,,,123 William Street,,,,,,,1
lz-716-232-nma,LZ 716/232 NOGAL MARBLE AMBER,Default Title,Default Title,,,,,LZ 716/232 NMA,,,123 William Street,,,,,,,1
lz-721-220-hon,LZ 721/220 HONEY,Default Title,Default Title,,,,,LZ 721/220 HON,,,123 William Street,,,,,,,0
lz-721-220-wn,LZ 721/220 WALNUT WALNUT,Default Title,Default Title,,,,,LZ 721/220 WN,,,123 William Street,,,,,,,0
lz-769-132-hon,LZ 769/132 HONEY,Default Title,Default Title,,,,,LZ 769/132 HON,,,123 William Street,,,,,,,0
lz-769-132-nat,LZ 769/132 NATURAL,Default Title,Default Title,,,,,LZ 769/132 NAT,,,123 William Street,,,,,,,0
lz-769-132-oak,LZ 769/132 OAK,Default Title,Default Title,,,,,LZ 769/132 OAK,,,123 William Street,,,,,,,12
lz-780-132,LZ 780/132,Default Title,Default Title,,,,,LZ 780/132,,,123 William Street,,,,,,,0
lz-780-140,LZ 780/140,Default Title,Default Title,,,,,LZ 780/140,,,123 William Street,,,,,,,0
lz-784-132,LZ 784/132,Default Title,Default Title,,,,,LZ 784/132,,,123 William Street,,,,,,,0
lz-784-140,LZ 784/140,Default Title,Default Title,,,,,LZ 784/140,,,123 William Street,,,,,,,0
lz-788-132-cove,LZ 788/132 COVER ONLY,Default Title,Default Title,,,,,LZ 788/132 COVE,,,123 William Street,,,,,,,0
lz-788-132-hon,LZ 788/132 HONEY C/W 36W 6500K LED,Default Title,Default Title,,,,,LZ 788/132 HON,,,123 William Street,,,,,,,0
lz-788-132-na,LZ 788/132 NATURAL FLUORESCENT BLANCO,Default Title,Default Title,,,,,LZ 788/132 NA,,,123 William Street,,,,,,,13
lz-788-132-oak,LZ 788/132 OAK FLUORESCENT BLANCO CROMO C/W 36W,Default Title,Default Title,,,,,LZ 788/132 OAK,,,123 William Street,,,,,,,3
lz-790-54-silve,LZ 790/54 SILVER C/W 24 DL LED,Default Title,Default Title,,,,,LZ 790/54 SILVE,,,123 William Street,,,,,,,6
lz-790-72-silve,LZ 790/72 SILVER (PLATA) C/W 24W DL LED,Default Title,Default Title,,,,,LZ 790/72 SILVE,,,123 William Street,,,,,,,1
lz-850-54-m-oxi,LZ 850/54 MARRON OXIDO,Default Title,Default Title,,,,,LZ 850/54 M/OXI,,,123 William Street,,,,,,,0
lz-850-54-plata,LZ 850/54 PLATA,Default Title,Default Title,,,,,LZ 850/54 PLATA,,,123 William Street,,,,,,,0
lz-851-54-m-oxi,LZ 851/54 MARRON OXIDO,Default Title,Default Title,,,,,LZ 851/54 M/OXI,,,123 William Street,,,,,,,0
lz-851-54-plata,LZ 851/54 PLATA,Default Title,Default Title,,,,,LZ 851/54 PLATA,,,123 William Street,,,,,,,0
lz-852-126-m-ox,LZ 852/126 MARRON OXIDO,Default Title,Default Title,,,,,LZ 852/126 M/OX,,,123 William Street,,,,,,,0
lz-852-126-plat,LZ 852/126 PLATA,Default Title,Default Title,,,,,LZ 852/126 PLAT,,,123 William Street,,,,,,,1
lz-853-126-m-ox,LZ 853/126 MARRON OXIDO,Default Title,Default Title,,,,,LZ 853/126 M/OX,,,123 William Street,,,,,,,0
lz-853-126-plat,LZ 853/126 PLATA,Default Title,Default Title,,,,,LZ 853/126 PLAT,,,123 William Street,,,,,,,0
lz-cr-20,LZ CR-20,Default Title,Default Title,,,,,LZ CR-20,,,123 William Street,,,,,,,0
lz-cr-3,LZ CR-3,Default Title,Default Title,,,,,LZ CR-3,,,123 William Street,,,,,,,0
lz-cr-44,LZ CR-44,Default Title,Default Title,,,,,LZ CR-44,,,123 William Street,,,,,,,0
lz-ho-3,LZ H0-3,Default Title,Default Title,,,,,LZ HO-3,,,123 William Street,,,,,,,0
lz-ho-4,LZ HO-4,Default Title,Default Title,,,,,LZ HO-4,,,123 William Street,,,,,,,0
lz-hr-7,LZ HR-7,Default Title,Default Title,,,,,LZ HR-7,,,123 William Street,,,,,,,0
lz-l16-b,LZ L16 B,Default Title,Default Title,,,,,LZ L16 B,,,123 William Street,,,,,,,0
lz-lc1,LZ LC1,Default Title,Default Title,,,,,LZ LC1,,,123 William Street,,,,,,,0
lz-lc3,LZ LC3,Default Title,Default Title,,,,,LZ LC3,,,123 William Street,,,,,,,0
m-pl-lh-8933,PL LH 8933 LED DESIGNER PENDANT LAMP Ø600MM,Default Title,Default Title,,,,,M PL LH 8933,,,123 William Street,,,,,,,0
ma-137-25-o-s,MA 137/25 OPAL/SMOKE,Default Title,Default Title,,,,,MA 137/25 O/S,,,123 William Street,,,,,,,0
ma-137-25-smoke,MA 137/25 SMOKE,Default Title,Default Title,,,,,MA 137/25 SMOKE,,,123 William Street,,,,,,,0
ma-1633-6-ve-ol,MA 1633/6 VERDE/OLIVA,Default Title,Default Title,,,,,MA 1633/6 VE/OL,,,123 William Street,,,,,,,0
ma-1634-6-ve-ol,MA 1634/6 VERDE/OLIVA,Default Title,Default Title,,,,,MA 1634/6 VE/OL,,,123 William Street,,,,,,,1
ma-1644-5-fe-an,MA 1644/5 FERRO/ANTICO,Default Title,Default Title,,,,,MA 1644/5 FE/AN,,,123 William Street,,,,,,,0
ma-1644-5pl-f-a,MA 1644/5PL FERRO/ANTICO,Default Title,Default Title,,,,,MA 1644/5PL F/A,,,123 William Street,,,,,,,0
ma-1664-6-pl-ar,MA 1664/6 PL ARGENTORO,Default Title,Default Title,,,,,MA 1664/6 PL AR,,,123 William Street,,,,,,,0
ma-1664-6-pl-pe,MA 1664/6 PL PERLA,Default Title,Default Title,,,,,MA 1664/6 PL PE,,,123 William Street,,,,,,,0
ma-1665-6pl-lic,MA 1665/6PL LICHENE,Default Title,Default Title,,,,,MA 1665/6PL LIC,,,123 William Street,,,,,,,1
ma-1667-8-perla,MA 1667/8 PERLA,Default Title,Default Title,,,,,MA 1667/8 PERLA,,,123 William Street,,,,,,,1
ma-1672-65-perl,MA 1672/65 PERLA,Default Title,Default Title,,,,,MA 1672/65 PERL,,,123 William Street,,,,,,,1
ma-27-c-w-300m,MA 27 C/W 300MM GLOBE SMOKE,Default Title,Default Title,,,,,MA 27 C/W 300M,,,123 William Street,,,,,,,0
maestro-136,MAESTRO 136 (WEATHERPROOF) C/W 1X36W,Default Title,Default Title,,,,,MAESTRO 136,,,123 William Street,,,,,,,0
maestro-236,MAESTRO 236 (WEATHERPROOF) C/W 2X36W,Default Title,Default Title,,,,,MAESTRO 236,,,123 William Street,,,,,,,0
maju-lily-clear-omni-gs,MAJU LILY CLEAR OMNI GREYSTONE (E27),Default Title,Default Title,,,,,MAJU LILY CLEAR OMNI/GS,,,123 William Street,,,,,,,0
maju-lily-grande-sa,MAJU LILY CLOUD WHITE GRANDE SANTAL ASH (E27),Default Title,Default Title,,,,,MAJU LILY GRANDE/ SA,,,123 William Street,,,,,,,0
maju-lily-omni-gs,MAJU LILY CLOUD WHITE OMNI GREYSTONE (E27),Default Title,Default Title,,,,,MAJU LILY OMNI/GS,,,123 William Street,,,,,,,0
maju-lily-omni-sa,MAJU LILY CLOUD WHITE OMNI SANTAL ASH (E27),Default Title,Default Title,,,,,MAJU LILY OMNI/SA,,,123 William Street,,,,,,,0
maju-lily-short-sa,MAJU LILY CLOUD WHITE SHORT SANTAL ASH (E27),Default Title,Default Title,,,,,MAJU LILY SHORT/SA,,,123 William Street,,,,,,,0
maju-unni-grande-sa,MAJU UNNI CLOUD WHITE GRANDE SANTAL ASH (E27),Default Title,Default Title,,,,,MAJU UNNI GRANDE/ SA,,,123 William Street,,,,,,,0
maju-unni-short-sa,MAJU UNNI CLOUD WHITE SHORT SANTAL ASH (E27),Default Title,Default Title,,,,,MAJU UNNI SHORT/SA,,,123 William Street,,,,,,,0
maju-unni-short-ye,MAJU UNNI CLOUD WHITE SHORT MUSTARD YELLOW,Default Title,Default Title,,,,,MAJU UNNI SHORT/YE,,,123 William Street,,,,,,,0
