Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
a32-sh80x140x125-bk,A32 SH 80X140X125 BLACK,<p>A32 SH 80X140X125 BLACK</p><table><tbody><tr><th>source row</th><td>4745</td></tr><tr><th>code</th><td>A32 SH80X140X125 BK</td></tr><tr><th>description</th><td>A32 SH 80X140X125 BLACK</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-5</td></tr><tr><th>rlf</th><td>-2</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>3</td></tr><tr><th>retail price</th><td>9</td></tr><tr><th>w. sale price</th><td>5</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32, legacy-negative-whse",false,Title,Default Title,,,,,A32 SH80X140X125 BK,0,shopify,0,deny,manual,9,,true,true,,,
a32-sh80x140x125-red,A32 SHADE 80X140X125 RED,<p>A32 SHADE 80X140X125 RED</p><table><tbody><tr><th>source row</th><td>4746</td></tr><tr><th>code</th><td>A32 SH80X140X125 RED</td></tr><tr><th>description</th><td>A32 SHADE 80X140X125 RED</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>3</td></tr><tr><th>retail price</th><td>15</td></tr><tr><th>w. sale price</th><td>5</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 SH80X140X125 RED,0,shopify,0,deny,manual,15,,true,true,,,
a32-sh80x140x125-sv,A32 SH 80X140X125 SILVER,<p>A32 SH 80X140X125 SILVER</p><table><tbody><tr><th>source row</th><td>4747</td></tr><tr><th>code</th><td>A32 SH80X140X125 SV</td></tr><tr><th>description</th><td>A32 SH 80X140X125 SILVER</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>17</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>3</td></tr><tr><th>retail price</th><td>9</td></tr><tr><th>w. sale price</th><td>5</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 SH80X140X125 SV,0,shopify,0,deny,manual,9,,true,true,,,
a32-sh80x140x125-wh,A32 SH 80X140X125 WHITE,<p>A32 SH 80X140X125 WHITE</p><table><tbody><tr><th>source row</th><td>4748</td></tr><tr><th>code</th><td>A32 SH80X140X125 WH</td></tr><tr><th>description</th><td>A32 SH 80X140X125 WHITE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-1</td></tr><tr><th>rlf</th><td>2</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>3</td></tr><tr><th>retail price</th><td>9</td></tr><tr><th>w. sale price</th><td>5</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32, legacy-negative-whse",false,Title,Default Title,,,,,A32 SH80X140X125 WH,0,shopify,0,deny,manual,9,,true,true,,,
a32-wl6047-2,A32 WL 6047/2,<p>A32 WL 6047/2</p><table><tbody><tr><th>source row</th><td>4749</td></tr><tr><th>code</th><td>A32 WL6047/2</td></tr><tr><th>description</th><td>A32 WL 6047/2</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>30</td></tr><tr><th>retail price</th><td>195</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A32,"legacy-import, legacy-type-a32",true,Title,Default Title,,,,,A32 WL6047/2,0,shopify,0,deny,manual,195,,true,true,,,
a33-chair03-otto,A33 CHAIR T03 OTTOMAN,<p>A33 CHAIR T03 OTTOMAN</p><table><tbody><tr><th>source row</th><td>4750</td></tr><tr><th>code</th><td>A33 CHAIR03 OTTO</td></tr><tr><th>description</th><td>A33 CHAIR T03 OTTOMAN</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>2</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33, legacy-zero-retail",false,Title,Default Title,,,,,A33 CHAIR03 OTTO,0,shopify,0,deny,manual,0,,true,true,,,
a33-chair03-1s,A33 CHAIR T03-1S,<p>A33 CHAIR T03-1S</p><table><tbody><tr><th>source row</th><td>4751</td></tr><tr><th>code</th><td>A33 CHAIR03-1S</td></tr><tr><th>description</th><td>A33 CHAIR T03-1S</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>4</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33, legacy-zero-retail",false,Title,Default Title,,,,,A33 CHAIR03-1S,0,shopify,0,deny,manual,0,,true,true,,,
a33-chair095-be,A33 CHAIR A095 BEIGE,<p>A33 CHAIR A095 BEIGE</p><table><tbody><tr><th>source row</th><td>4752</td></tr><tr><th>code</th><td>A33 CHAIR095 BE</td></tr><tr><th>description</th><td>A33 CHAIR A095 BEIGE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>2</td></tr><tr><th>rlf</th><td>8</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>69</td></tr><tr><th>retail price</th><td>276</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CHAIR095 BE,0,shopify,2,deny,manual,276,,true,true,,,
a33-chair095-gy,A33 CHAIR A095 GREY,<p>A33 CHAIR A095 GREY</p><table><tbody><tr><th>source row</th><td>4753</td></tr><tr><th>code</th><td>A33 CHAIR095 GY</td></tr><tr><th>description</th><td>A33 CHAIR A095 GREY</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>6</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>276</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CHAIR095 GY,0,shopify,6,deny,manual,276,,true,true,,,
a33-chair5107-gr,A33 CHAIR SC5107 CLEAR GREEN,<p>A33 CHAIR SC5107 CLEAR GREEN</p><table><tbody><tr><th>source row</th><td>4754</td></tr><tr><th>code</th><td>A33 CHAIR5107 GR</td></tr><tr><th>description</th><td>A33 CHAIR SC5107 CLEAR GREEN</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>8</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>72</td></tr><tr><th>retail price</th><td>288</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CHAIR5107 GR,0,shopify,8,deny,manual,288,,true,true,,,
a33-chair5107-gy,A33 CHAIR SC5107 CLEAR GREY,<p>A33 CHAIR SC5107 CLEAR GREY</p><table><tbody><tr><th>source row</th><td>4755</td></tr><tr><th>code</th><td>A33 CHAIR5107 GY</td></tr><tr><th>description</th><td>A33 CHAIR SC5107 CLEAR GREY</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>3</td></tr><tr><th>rlf</th><td>6</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>72</td></tr><tr><th>retail price</th><td>288</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CHAIR5107 GY,0,shopify,3,deny,manual,288,,true,true,,,
a33-cl402c-wh,A33 CL 402C WHITE c/w T5 CIR 1*40W DAYLIGHT,<p>A33 CL 402C WHITE c/w T5 CIR 1*40W DAYLIGHT</p><table><tbody><tr><th>source row</th><td>4756</td></tr><tr><th>code</th><td>A33 CL402C WH</td></tr><tr><th>description</th><td>A33 CL 402C WHITE c/w T5 CIR 1*40W DAYLIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>78</td></tr><tr><th>retail price</th><td>280</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CL402C WH,0,shopify,1,deny,manual,280,,true,true,,,
a33-cl665c2,A33 CL 665C2,<p>A33 CL 665C2</p><table><tbody><tr><th>source row</th><td>4757</td></tr><tr><th>code</th><td>A33 CL665C2</td></tr><tr><th>description</th><td>A33 CL 665C2</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>4</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>210</td></tr><tr><th>retail price</th><td>690</td></tr><tr><th>w. sale price</th><td>350</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CL665C2,0,shopify,4,deny,manual,690,,true,true,,,
a33-cl685c2-wh,A33 CL 685C2 White,<p>A33 CL 685C2 White</p><table><tbody><tr><th>source row</th><td>4758</td></tr><tr><th>code</th><td>A33 CL685C2 WH</td></tr><tr><th>description</th><td>A33 CL 685C2 White</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>4</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>285</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CL685C2 WH,0,shopify,4,deny,manual,285,,true,true,,,
a33-cl697c1-ye,A33 CL 697C1 Yellow,<p>A33 CL 697C1 Yellow</p><table><tbody><tr><th>source row</th><td>4759</td></tr><tr><th>code</th><td>A33 CL697C1 YE</td></tr><tr><th>description</th><td>A33 CL 697C1 Yellow</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>2</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>48</td></tr><tr><th>retail price</th><td>235</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CL697C1 YE,0,shopify,2,deny,manual,235,,true,true,,,
a33-cl697c2-ye,A33 CL 697C2 Yellow,<p>A33 CL 697C2 Yellow</p><table><tbody><tr><th>source row</th><td>4760</td></tr><tr><th>code</th><td>A33 CL697C2 YE</td></tr><tr><th>description</th><td>A33 CL 697C2 Yellow</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>5</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>72</td></tr><tr><th>retail price</th><td>385</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CL697C2 YE,0,shopify,5,deny,manual,385,,true,true,,,
a33-cl952c1-ch,A33 CL 952C1 Chrome c/w T4 1*40W+22W Circular Warmwhite,<p>A33 CL 952C1 Chrome c/w T4 1*40W+22W Circular Warmwhite</p><table><tbody><tr><th>source row</th><td>4761</td></tr><tr><th>code</th><td>A33 CL952C1 CH</td></tr><tr><th>description</th><td>A33 CL 952C1 Chrome c/w T4 1*40W+22W Circular Warmwhite</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>81</td></tr><tr><th>retail price</th><td>288</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CL952C1 CH,0,shopify,0,deny,manual,288,,true,true,,,
a33-cl952c1-pk,A33 CL 952C1 Pink c/w T4 1*40W+22W Circular Warmwhite,<p>A33 CL 952C1 Pink c/w T4 1*40W+22W Circular Warmwhite</p><table><tbody><tr><th>source row</th><td>4762</td></tr><tr><th>code</th><td>A33 CL952C1 PK</td></tr><tr><th>description</th><td>A33 CL 952C1 Pink c/w T4 1*40W+22W Circular Warmwhite</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>81</td></tr><tr><th>retail price</th><td>288</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CL952C1 PK,0,shopify,0,deny,manual,288,,true,true,,,
a33-cm2157c1,A33 CM SM2157C1 C/W WW LED 3W,<p>A33 CM SM2157C1 C/W WW LED 3W</p><table><tbody><tr><th>source row</th><td>4763</td></tr><tr><th>code</th><td>A33 CM2157C1</td></tr><tr><th>description</th><td>A33 CM SM2157C1 C/W WW LED 3W</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>36</td></tr><tr><th>retail price</th><td>148</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CM2157C1,0,shopify,0,deny,manual,148,,true,true,,,
a33-cm2157c2,A33 CM SM2157C2 (E27),<p>A33 CM SM2157C2 (E27)</p><table><tbody><tr><th>source row</th><td>4764</td></tr><tr><th>code</th><td>A33 CM2157C2</td></tr><tr><th>description</th><td>A33 CM SM2157C2 (E27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>66</td></tr><tr><th>retail price</th><td>268</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CM2157C2,0,shopify,0,deny,manual,268,,true,true,,,
a33-cm2157c3,A33 CM SM2157C3 (E27),<p>A33 CM SM2157C3 (E27)</p><table><tbody><tr><th>source row</th><td>4765</td></tr><tr><th>code</th><td>A33 CM2157C3</td></tr><tr><th>description</th><td>A33 CM SM2157C3 (E27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>96</td></tr><tr><th>retail price</th><td>370</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CM2157C3,0,shopify,1,deny,manual,370,,true,true,,,
a33-cm588c1-ch,A33 CM 588C1 Chrome/Silver Grey,<p>A33 CM 588C1 Chrome/Silver Grey</p><table><tbody><tr><th>source row</th><td>4766</td></tr><tr><th>code</th><td>A33 CM588C1 CH</td></tr><tr><th>description</th><td>A33 CM 588C1 Chrome/Silver Grey</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>405</td></tr><tr><th>retail price</th><td>1288</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CM588C1 CH,0,shopify,0,deny,manual,1288,,true,true,,,
a33-cm788c1-ch,A33 CM 788C1 Chrome (R7S 150W),<p>A33 CM 788C1 Chrome (R7S 150W)</p><table><tbody><tr><th>source row</th><td>4767</td></tr><tr><th>code</th><td>A33 CM788C1 CH</td></tr><tr><th>description</th><td>A33 CM 788C1 Chrome (R7S 150W)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>366</td></tr><tr><th>retail price</th><td>1288</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CM788C1 CH,0,shopify,0,deny,manual,1288,,true,true,,,
a33-cm788c2-ch,A33 CM 788C2 Chrome (2xR7S 150W),<p>A33 CM 788C2 Chrome (2xR7S 150W)</p><table><tbody><tr><th>source row</th><td>4768</td></tr><tr><th>code</th><td>A33 CM788C2 CH</td></tr><tr><th>description</th><td>A33 CM 788C2 Chrome (2xR7S 150W)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>510</td></tr><tr><th>retail price</th><td>1788</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CM788C2 CH,0,shopify,1,deny,manual,1788,,true,true,,,
a33-cm962c-wh,A33 CM 962C White (R7S 200W),<p>A33 CM 962C White (R7S 200W)</p><table><tbody><tr><th>source row</th><td>4769</td></tr><tr><th>code</th><td>A33 CM962C WH</td></tr><tr><th>description</th><td>A33 CM 962C White (R7S 200W)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>336</td></tr><tr><th>retail price</th><td>1028</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 CM962C WH,0,shopify,1,deny,manual,1028,,true,true,,,
a33-fl1015f-bk,A33 FL 1015F Whole Black (E27),<p>A33 FL 1015F Whole Black (E27)</p><table><tbody><tr><th>source row</th><td>4770</td></tr><tr><th>code</th><td>A33 FL1015F BK</td></tr><tr><th>description</th><td>A33 FL 1015F Whole Black (E27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>216</td></tr><tr><th>retail price</th><td>680</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1015F BK,0,shopify,0,deny,manual,680,,true,true,,,
a33-fl1015f-bk-cir,A33 FL 1015F Black/Black With White Circles Shade (E27),<p>A33 FL 1015F Black/Black With White Circles Shade (E27)</p><table><tbody><tr><th>source row</th><td>4771</td></tr><tr><th>code</th><td>A33 FL1015F BK CIR</td></tr><tr><th>description</th><td>A33 FL 1015F Black/Black With White Circles Shade (E27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>216</td></tr><tr><th>retail price</th><td>680</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1015F BK CIR,0,shopify,0,deny,manual,680,,true,true,,,
a33-fl1015f-wh,A33 FL 1015F Whole White (E27),<p>A33 FL 1015F Whole White (E27)</p><table><tbody><tr><th>source row</th><td>4772</td></tr><tr><th>code</th><td>A33 FL1015F WH</td></tr><tr><th>description</th><td>A33 FL 1015F Whole White (E27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>216</td></tr><tr><th>retail price</th><td>680</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1015F WH,0,shopify,0,deny,manual,680,,true,true,,,
a33-fl1015f-wh-cir,A33 FL 1015F White/White With Black Circles Shade (E27),<p>A33 FL 1015F White/White With Black Circles Shade (E27)</p><table><tbody><tr><th>source row</th><td>4773</td></tr><tr><th>code</th><td>A33 FL1015F WH CIR</td></tr><tr><th>description</th><td>A33 FL 1015F White/White With Black Circles Shade (E27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>216</td></tr><tr><th>retail price</th><td>680</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1015F WH CIR,0,shopify,0,deny,manual,680,,true,true,,,
a33-fl1016f-bk,A33 FL 1016F BLACK,<p>A33 FL 1016F BLACK</p><table><tbody><tr><th>source row</th><td>4774</td></tr><tr><th>code</th><td>A33 FL1016F BK</td></tr><tr><th>description</th><td>A33 FL 1016F BLACK</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>177</td></tr><tr><th>retail price</th><td>495</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1016F BK,0,shopify,0,deny,manual,495,,true,true,,,
a33-fl1016f-wh,A33 FL 1016F WHITE,<p>A33 FL 1016F WHITE</p><table><tbody><tr><th>source row</th><td>4775</td></tr><tr><th>code</th><td>A33 FL1016F WH</td></tr><tr><th>description</th><td>A33 FL 1016F WHITE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>177</td></tr><tr><th>retail price</th><td>495</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1016F WH,0,shopify,0,deny,manual,495,,true,true,,,
a33-fl1018f-bk,A33 FL 1018F BLACK 1XE27,<p>A33 FL 1018F BLACK 1XE27</p><table><tbody><tr><th>source row</th><td>4776</td></tr><tr><th>code</th><td>A33 FL1018F BK</td></tr><tr><th>description</th><td>A33 FL 1018F BLACK 1XE27</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>93</td></tr><tr><th>retail price</th><td>295</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1018F BK,0,shopify,0,deny,manual,295,,true,true,,,
a33-fl1018f-cr,A33 FL 1018F CHROME,<p>A33 FL 1018F CHROME</p><table><tbody><tr><th>source row</th><td>4777</td></tr><tr><th>code</th><td>A33 FL1018F CR</td></tr><tr><th>description</th><td>A33 FL 1018F CHROME</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>93</td></tr><tr><th>retail price</th><td>295</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1018F CR,0,shopify,0,deny,manual,295,,true,true,,,
a33-fl1018f-gd,A33 FL 1018F GOLD,<p>A33 FL 1018F GOLD</p><table><tbody><tr><th>source row</th><td>4778</td></tr><tr><th>code</th><td>A33 FL1018F GD</td></tr><tr><th>description</th><td>A33 FL 1018F GOLD</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>93</td></tr><tr><th>retail price</th><td>295</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,A33,"legacy-import, legacy-type-a33",true,Title,Default Title,,,,,A33 FL1018F GD,0,shopify,0,deny,manual,295,,true,true,,,
