Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
ds-5362-1-p,DS 5362/1 P GOLD CEILING LIGHT,<p>DS 5362/1 P GOLD CEILING LIGHT</p><table><tbody><tr><th>source row</th><td>9427</td></tr><tr><th>code</th><td>DS 5362/1 P</td></tr><tr><th>description</th><td>DS 5362/1 P GOLD CEILING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>289</td></tr><tr><th>retail price</th><td>620</td></tr><tr><th>w. sale price</th><td>310</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5362/1 P,0,shopify,0,deny,manual,620,,true,true,,,
ds-5366-1-p,DS 5366/1 P GOLD PLATED CEILING LIGHT,<p>DS 5366/1 P GOLD PLATED CEILING LIGHT</p><table><tbody><tr><th>source row</th><td>9428</td></tr><tr><th>code</th><td>DS 5366/1 P</td></tr><tr><th>description</th><td>DS 5366/1 P GOLD PLATED CEILING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>192</td></tr><tr><th>retail price</th><td>550</td></tr><tr><th>w. sale price</th><td>205</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5366/1 P,0,shopify,1,deny,manual,550,,true,true,,,
ds-5367-1-l,DS 5367/1 L GOLD PLATED HANGING LIGHT,<p>DS 5367/1 L GOLD PLATED HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9429</td></tr><tr><th>code</th><td>DS 5367/1 L</td></tr><tr><th>description</th><td>DS 5367/1 L GOLD PLATED HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>213</td></tr><tr><th>retail price</th><td>299</td></tr><tr><th>w. sale price</th><td>229</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5367/1 L,0,shopify,1,deny,manual,299,,true,true,,,
ds-5369-1-p,DS 5369/1 P GOLD PLATED CEILING LIGHT,<p>DS 5369/1 P GOLD PLATED CEILING LIGHT</p><table><tbody><tr><th>source row</th><td>9430</td></tr><tr><th>code</th><td>DS 5369/1 P</td></tr><tr><th>description</th><td>DS 5369/1 P GOLD PLATED CEILING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>246</td></tr><tr><th>retail price</th><td>528</td></tr><tr><th>w. sale price</th><td>264</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5369/1 P,0,shopify,0,deny,manual,528,,true,true,,,
ds-5371-1-l,DS 5371/1 L GOLD HANGING LIGHT,<p>DS 5371/1 L GOLD HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9431</td></tr><tr><th>code</th><td>DS 5371/1 L</td></tr><tr><th>description</th><td>DS 5371/1 L GOLD HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>265</td></tr><tr><th>retail price</th><td>378</td></tr><tr><th>w. sale price</th><td>284</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5371/1 L,0,shopify,1,deny,manual,378,,true,true,,,
ds-5383-1-p,DS 5383/1 P GOLD CEILING LIGHT,<p>DS 5383/1 P GOLD CEILING LIGHT</p><table><tbody><tr><th>source row</th><td>9432</td></tr><tr><th>code</th><td>DS 5383/1 P</td></tr><tr><th>description</th><td>DS 5383/1 P GOLD CEILING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>175</td></tr><tr><th>retail price</th><td>375</td></tr><tr><th>w. sale price</th><td>187</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5383/1 P,0,shopify,0,deny,manual,375,,true,true,,,
ds-5385-1-l,DS 5385/1 L GOLD HANGING LIGHT,<p>DS 5385/1 L GOLD HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9433</td></tr><tr><th>code</th><td>DS 5385/1 L</td></tr><tr><th>description</th><td>DS 5385/1 L GOLD HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>248</td></tr><tr><th>retail price</th><td>349</td></tr><tr><th>w. sale price</th><td>265</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5385/1 L,0,shopify,0,deny,manual,349,,true,true,,,
ds-5402-1-l,DS 5402/1 L GOLD HANGING LIGHT,<p>DS 5402/1 L GOLD HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9434</td></tr><tr><th>code</th><td>DS 5402/1 L</td></tr><tr><th>description</th><td>DS 5402/1 L GOLD HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>1</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>181</td></tr><tr><th>retail price</th><td>389</td></tr><tr><th>w. sale price</th><td>194</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5402/1 L,0,shopify,1,deny,manual,389,,true,true,,,
ds-5417-1-p,DS 5417/1 P GOLD PLATED/GREEN,<p>DS 5417/1 P GOLD PLATED/GREEN</p><table><tbody><tr><th>source row</th><td>9435</td></tr><tr><th>code</th><td>DS 5417/1 P</td></tr><tr><th>description</th><td>DS 5417/1 P GOLD PLATED/GREEN</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>238</td></tr><tr><th>retail price</th><td>510</td></tr><tr><th>w. sale price</th><td>255</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5417/1 P,0,shopify,0,deny,manual,510,,true,true,,,
ds-5417-1-p-gr,DS 5417/1 P GOLD CEILING LIGHT,<p>DS 5417/1 P GOLD CEILING LIGHT</p><table><tbody><tr><th>source row</th><td>9436</td></tr><tr><th>code</th><td>DS 5417/1 P GR</td></tr><tr><th>description</th><td>DS 5417/1 P GOLD CEILING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>238</td></tr><tr><th>retail price</th><td>510</td></tr><tr><th>w. sale price</th><td>255</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5417/1 P GR,0,shopify,0,deny,manual,510,,true,true,,,
ds-5418-1-l,DS 5418/1 L GOLD HANGING LIGHT,<p>DS 5418/1 L GOLD HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9437</td></tr><tr><th>code</th><td>DS 5418/1 L</td></tr><tr><th>description</th><td>DS 5418/1 L GOLD HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>288</td></tr><tr><th>retail price</th><td>399</td></tr><tr><th>w. sale price</th><td>308</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5418/1 L,0,shopify,0,deny,manual,399,,true,true,,,
ds-5418-1a,DS 5418/1A GOLD PLATED WALL LIGHT,<p>DS 5418/1A GOLD PLATED WALL LIGHT</p><table><tbody><tr><th>source row</th><td>9438</td></tr><tr><th>code</th><td>DS 5418/1A</td></tr><tr><th>description</th><td>DS 5418/1A GOLD PLATED WALL LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>178</td></tr><tr><th>retail price</th><td>198</td></tr><tr><th>w. sale price</th><td>190</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5418/1A,0,shopify,0,deny,manual,198,,true,true,,,
ds-5421-1-p,DS 5421/1 P GOLD CEILING LIGHT,<p>DS 5421/1 P GOLD CEILING LIGHT</p><table><tbody><tr><th>source row</th><td>9439</td></tr><tr><th>code</th><td>DS 5421/1 P</td></tr><tr><th>description</th><td>DS 5421/1 P GOLD CEILING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>197</td></tr><tr><th>retail price</th><td>422</td></tr><tr><th>w. sale price</th><td>211</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5421/1 P,0,shopify,0,deny,manual,422,,true,true,,,
ds-5422-1-l,DS 5422/1 L GOLD HANGING LIGHT,<p>DS 5422/1 L GOLD HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9440</td></tr><tr><th>code</th><td>DS 5422/1 L</td></tr><tr><th>description</th><td>DS 5422/1 L GOLD HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>254</td></tr><tr><th>retail price</th><td>545</td></tr><tr><th>w. sale price</th><td>272</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5422/1 L,0,shopify,0,deny,manual,545,,true,true,,,
ds-5428-2-l,DS 5428/2 L GOLD PLATED HANGING LIGHT,<p>DS 5428/2 L GOLD PLATED HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9441</td></tr><tr><th>code</th><td>DS 5428/2 L</td></tr><tr><th>description</th><td>DS 5428/2 L GOLD PLATED HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>409</td></tr><tr><th>retail price</th><td>876</td></tr><tr><th>w. sale price</th><td>438</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5428/2 L,0,shopify,0,deny,manual,876,,true,true,,,
ds-5429-3-l,DS 5429/3 L GOLD HANGING LIGHT,<p>DS 5429/3 L GOLD HANGING LIGHT</p><table><tbody><tr><th>source row</th><td>9442</td></tr><tr><th>code</th><td>DS 5429/3 L</td></tr><tr><th>description</th><td>DS 5429/3 L GOLD HANGING LIGHT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>535</td></tr><tr><th>retail price</th><td>1148</td></tr><tr><th>w. sale price</th><td>574</td></tr></tbody></table>,,DS,"legacy-import, legacy-type-ds",true,Title,Default Title,,,,,DS 5429/3 L,0,shopify,0,deny,manual,1148,,true,true,,,
dt-166,DT 166,<p>DT 166</p><table><tbody><tr><th>source row</th><td>9443</td></tr><tr><th>code</th><td>DT 166</td></tr><tr><th>description</th><td>DT 166</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>98</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,DT,"legacy-import, legacy-type-dt",true,Title,Default Title,,,,,DT 166,0,shopify,0,deny,manual,98,,true,true,,,
dt-20051,DT 20051,<p>DT 20051</p><table><tbody><tr><th>source row</th><td>9444</td></tr><tr><th>code</th><td>DT 20051</td></tr><tr><th>description</th><td>DT 20051</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>48</td></tr><tr><th>retail price</th><td>136</td></tr><tr><th>w. sale price</th><td>62</td></tr></tbody></table>,,DT,"legacy-import, legacy-type-dt",true,Title,Default Title,,,,,DT 20051,0,shopify,0,deny,manual,136,,true,true,,,
